2026-02-25 09:35:02,333 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=%D0%9D%D0%BE%D0%B2%D0%BE%D0%B5+%D0%9F%D0%BE%D0%B1%D0%B5%D0%B4%D0%B8%D0%BB%D0%BE%D0%B2%D0%BE%2C+%D0%9A%D0%B0%D0%B7%D0%B0%D0%BD%D1%8C&format=json&limit=1&accept-language=ru
2026-02-25 09:54:37,723 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /search?q=9-%D0%B9+%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%2C+%D0%A1%D0%B0%D0%BC%D0%B0%D1%80%D0%B0&format=json&limit=1&accept-language=ru
2026-02-25 10:05:45,565 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /osm/tools/overpass/api/interpreter
2026-02-25 10:05:46,010 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /1.x/?apikey=e27943f8-c65f-4361-8c7c-780e1bef1f63&geocode=%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD%2C+%D0%9A%D0%BE%D1%80%D0%B4%D0%BD%D1%8B%D0%B9&format=json&results=5&ll=73.446292%2C54.960824&spn=0.015%2C0.015
2026-02-25 10:08:42,270 [WARNING] urllib3.connectionpool — Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'ConnectionResetError(54, 'Connection reset by peer')': /sparql?query=%0A++++SELECT+%3Fpop+WHERE+%7B%0A++++++%3Fcity+rdfs%3Alabel+%22%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2-%D0%BD%D0%B0-%D0%94%D0%BE%D0%BD%D1%83%22%40ru+.%0A++++++%3Fcity+wdt%3AP1082+%3Fpop+.%0A++++%7D+ORDER+BY+DESC%28%3Fpop%29+LIMIT+1%0A++++&format=json
2026-02-25 10:18:24,662 [INFO] urbanpulse — Пропуск мета-зоны: городской округ Астрахань (admin=6)
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=50407']' timed out after 60 seconds
2026-02-28 10:58:10,894 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 10:58:11,711 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:58:28,195 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 10:58:28,586 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:00:02,270 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=50946']' timed out after 60 seconds
2026-02-28 11:00:02,280 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:00:02,463 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:00:02,944 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:00:03,386 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:01:37,135 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=51388']' timed out after 60 seconds
2026-02-28 11:01:37,236 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:01:38,241 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:02:09,948 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:02:26,435 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:04:00,068 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=51962']' timed out after 60 seconds
2026-02-28 11:04:00,118 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:04:01,137 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:04:34,042 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:04:34,496 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:06:08,248 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=52681']' timed out after 60 seconds
2026-02-28 11:06:08,264 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:06:08,938 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:06:25,478 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:06:25,916 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:07:59,677 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=53230']' timed out after 60 seconds
2026-02-28 11:07:59,691 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:08:00,833 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:08:17,364 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:08:33,775 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:10:07,378 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=53805']' timed out after 60 seconds
2026-02-28 11:10:07,395 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:10:08,132 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:10:08,561 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:10:09,005 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:11:42,722 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=54210']' timed out after 60 seconds
2026-02-28 11:11:42,735 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:11:42,897 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:11:43,442 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:11:43,875 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:13:17,595 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=54598']' timed out after 60 seconds
2026-02-28 11:13:17,601 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:13:17,720 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:13:18,209 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:13:18,660 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:14:52,412 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=54994']' timed out after 60 seconds
2026-02-28 11:14:52,425 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:14:52,559 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:15:54,689 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:15:54,842 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:16:16,353 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:16:17,132 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:17:50,909 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=56238']' timed out after 60 seconds
2026-02-28 11:17:50,997 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:17:52,049 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:17:52,800 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:17:53,326 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:19:27,085 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=56716']' timed out after 60 seconds
2026-02-28 11:19:27,103 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:19:28,021 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:19:44,544 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:19:44,978 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:21:18,326 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=57222']' timed out after 60 seconds
2026-02-28 11:21:18,343 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:21:19,196 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:21:35,737 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:21:36,201 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:23:09,563 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=57744']' timed out after 60 seconds
2026-02-28 11:23:09,578 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:23:10,576 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:23:11,042 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:23:11,527 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:24:44,839 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
           ~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 2058, in _wait
    raise TimeoutExpired(self.args, timeout)
subprocess.TimeoutExpired: Command '['/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver', '--enable-chrome-logs', '--port=58156']' timed out after 60 seconds
2026-02-28 11:24:44,846 [INFO] WDM — ====== WebDriver manager ======
2026-02-28 11:24:45,015 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:24:45,560 [INFO] WDM — Get LATEST chromedriver version for google-chrome
2026-02-28 11:24:45,987 [INFO] WDM — Driver [/Users/arturboev/.wdm/drivers/chromedriver/mac64/145.0.7632.117/chromedriver-mac-arm64/chromedriver] found in cache
2026-02-28 11:26:19,338 [ERROR] selenium.webdriver.common.service — Service process refused to terminate gracefully with SIGTERM, escalating to SIGKILL.
Traceback (most recent call last):
  File "/Users/arturboev/Documents/urbanpulse/UrbanPulse/.venv/lib/python3.13/site-packages/selenium/webdriver/common/service.py", line 184, in _terminate_process
    self.process.wait(60)
    ~~~~~~~~~~~~~~~~~^^^^
  File "/opt/anaconda3/lib/python3.13/subprocess.py", line 1280, in wait
    return self._wait(timeout=timeout)
